Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,87.444443,90.444443,86.777779,88.833336,56.774708,3900442
2010-01-05,88.666664,89.633331,87.888885,88.888885,56.810234,3117258
2010-01-06,88.222221,89.488892,85.333336,86.644447,55.375751,5556636
2010-01-07,86.800003,87.111115,85.677780,86.466667,55.262135,3892941
2010-01-08,87.111115,89.777779,86.500000,87.488892,55.915451,3754219
2010-01-11,87.755554,89.333336,86.066666,86.688889,55.404167,3113644
2010-01-12,87.333336,87.711113,84.744446,84.977776,54.310555,4304295
2010-01-13,85.400002,87.111115,84.888885,85.877777,54.885773,3476772
2010-01-14,86.644447,88.044441,86.288887,87.066666,55.645599,3339054
2010-01-15,87.066666,88.000000,85.599998,85.877777,54.885773,1890882
2010-01-18,86.644447,87.444443,85.577774,86.044441,54.992290,1337445
2010-01-19,86.000000,87.888885,83.155556,83.599998,53.430008,4639378
2010-01-20,84.088890,84.199997,80.000000,80.555557,51.484261,10208124
2010-01-21,80.111115,81.288887,77.577774,78.011108,49.858063,4703607
2010-01-22,78.000000,78.644447,75.388885,78.133331,49.936172,5929209
2010-01-25,78.688889,78.688889,76.900002,78.099998,49.914875,1878651
2010-01-27,77.777779,78.377777,75.599998,76.577774,48.942009,4254718
2010-01-28,77.777779,78.288887,74.044441,74.888885,47.862606,8470003
2010-01-29,75.044441,75.555557,72.044441,74.155556,47.393925,11779515
2010-02-01,74.888885,78.400002,74.277779,77.633331,49.616615,5974816
2010-02-02,78.888885,79.555557,76.277779,78.199997,49.978802,3995725
2010-02-03,78.833336,80.000000,77.344444,79.144447,50.582401,3553704
2010-02-04,81.044441,81.944443,78.055557,78.455559,50.142128,7154113
2010-02-05,77.788887,78.755554,74.488892,75.500000,48.253166,5157967
2010-02-06,null,null,null,null,null,null
2010-02-08,78.666664,79.088890,75.333336,76.277779,48.750267,3433153
2010-02-09,76.444443,77.611115,75.822220,76.288887,48.757366,2407554
2010-02-10,76.722221,78.777779,76.244446,77.522224,49.545616,5918782
2010-02-11,77.855553,78.444443,76.699997,77.455559,49.503006,2212785
2010-02-15,76.666664,76.666664,74.888885,75.233330,48.082745,1789996
2010-02-16,75.444443,76.800003,75.000000,76.455559,48.863892,920884
2010-02-17,76.888885,77.777779,75.955559,76.900002,49.147945,1638985
2010-02-18,77.766663,79.933334,75.811111,77.577774,49.581112,11448774
2010-02-19,77.055557,79.744446,76.688889,78.955559,50.461678,8092084
2010-02-22,79.555557,81.377777,78.066666,80.722221,51.590778,5777874
2010-02-23,80.666664,82.544441,79.222221,79.655556,50.909061,5962666
2010-02-24,79.655556,81.055557,79.400002,80.655556,51.548183,2100982
2010-02-25,80.000000,81.099998,78.233330,78.711113,50.305443,6186915
2010-02-26,78.877777,81.488892,76.222221,77.077774,49.261562,11480517
2010-03-02,77.711113,77.711113,74.711113,75.233330,48.082745,4371196
2010-03-03,75.666664,77.033333,75.588890,75.966667,48.551434,3863290
2010-03-04,75.966667,76.111115,74.900002,75.500000,48.253166,4490784
2010-03-05,76.088890,76.599998,75.133331,75.688889,48.373898,2547328
2010-03-08,76.666664,76.755554,75.611115,76.511108,48.899387,1852645
2010-03-09,76.666664,76.888885,75.611115,76.044441,48.601135,3235198
2010-03-10,76.111115,76.488892,75.033333,75.355553,48.160858,1589877
2010-03-11,75.800003,75.800003,72.255554,73.611115,47.045956,6692800
2010-03-12,73.611115,74.000000,72.944443,73.766663,47.145370,2778079
2010-03-15,73.777779,74.288887,72.622223,72.911110,46.598572,991206
